company_name,category,job_req_noun,job_add_noun,job_due_noun,title
라이프시맨틱스,DE,"['분과', '실무', '기술', '이슈', '개발', '직', '구성원', '커뮤니케이션', '구축', '분석', '인공', '지능', '모델', '구축']","['이면', '디지털', '헬', '스케', '제약회사', '기관', '임', '연구', '분석', '경력', '의료', '정제', '처리', '분석', '프로젝트', '의료', '플랫폼', '분석', '서비스', '설계', '구축', '운영', '지식', '지식']","['우리', '기술', '중심', '의료', '서비스', '역할', '분석', '파이프라인', '설계', '구현', '운영', '의료', '프로젝트', '전', '주기', '관리', '요구사항', '분석', '개발', '테스트', '배포', '운영', '내부', '외부', '관계자', '간', '커뮤니케이션', '산출', '물', '도출', '인공', '지능', '모델', '인공', '지능', '탑재', '서비스', '기술', '문서', '인', '허가', '지식', '재산권']",데이터엔지니어
휴맥스모빌리티,DE,"['학력', '학사', '경력', '수집', '처리', '구축', '경력', '실력', '숙련', '처리']","['프레', '미스', '서버', '네트워크', '설계', '구축', '구축', '프로젝트', '리딩', '고가용성', '시스템', '설계', '구축']","['설계', '개발']",데이터 엔지니어(Data server Engineer)_Data Hub팀
폴라리스오피스,DE,"['경력', '이하', '운영', '성능', '튜닝', '튜닝']","['운영', '운영', '관심', '신분', '이슈', '관리', '협업툴', '개발', '제출', '자료', '이력서', '자기', '소개', '포함', '포트폴리오', '제출', '시', '기여', '담당', '기재', '전형', '안내', '서류', '심사', '테스트', '차', '면접', '차', '면접', '성검사', '처우', '협의', '최종', '합격', '서류', '심사', '결과', '서류', '접수', '마감', '후', '일괄', '안내', '드릴', '예정']","['데이터베이스', '운영', '백업', '모니터링', '주요', '서비스', '분석', '최적화', '튜닝', '장애', '대응', '복구', '추출']",DBA & 데이터엔지니어 (3년 이상)
드라마앤컴퍼니(리멤버),DE,"['엔지니어링', '대규모', '웹', '크롤', '링스', '래핑', '해당', '정형', '제공', '용량', '처리', '파이프라인', '개발', '운영', '개', '언어', '숙련', '숙련']","['구축', '운영', '배치', '관리', '쿼리', '가속', '도구', '자동화', '배치', '툴', '개발', '채용', '프로세스', '서류', '전형', '과제', '전형', '차', '면접', '차', '면접', '입사', '과제', '전형', '시간', '노력', '감사', '마음', '소정', '과제', '비', '제출', '서류', '자유', '양식', '이력서', '지원동', '포함', '지원', '원서', '즉', '왜', '회사', '곳', '지원', '꼭', '포함', '개인정보', '수집', '이용', '동의', '파일', '여기', '다운']","['빅데이터', '연구', '인터넷', '상의', '각종', '크롤', '링스', '랩핑', '정형', '수집', '고도화', '관리', '자동화', '개발', '지속', '공급', '파이프라인', '구축', '관리', '기술']",데이터 엔지니어 (데이터 크롤링 전문가)
브레인커머스,DE,"['프로그래밍', '추천', '모델링', '검색', '서비스', '모델', '모델', '환경', '검색', '개인화', '서비스', '통계', '머신', '러닝', '엔지니어링', '논리', '사고력', '커뮤니케이션', '개발', '데이터베이스', '설계']","['소규모', '단위', '프로젝트', '개발', '다수', '해외', '기술', '논문', '포스팅', '구현', '테스트', '이용', '모델링', '구축', '관리']","['추천', '검색', '알고리즘', '고도화', '개선', '정확도', '향상', '개발', '추천', '검색', '알고리즘', '단', '지속', '추천', '검색', '서비스', '통합', '최적화', '결과', '제공', '정성', '정량', '커버', '추천', '검색', '알고리즘', '반영', '기술', '개인화', '추천', '검색', '모델', '개발', '추천', '검색', '모델', '배포', '서비스', '고도', '배포', '사후', '분석', '리', '포팅', '모델', '튜닝', '개발자', '협업', '소통', '모델', '가공', '협업', '서빙', '배포', '자동화', '환경', '설계', '로그', '표준화', '지표', '설계', '운영', '최적화', '성능', '모니터링', '기능', '아키텍처', '문서']",[잡플래닛] 개인화 엔지니어
메이아이,DE,"['컴퓨터', '비', '전과', '머신', '러닝', '분야', '연구개발', '경력', '수학', '컴퓨팅', '지식', '문제', '정의', '해결', '과정', '분야', '인공', '지능', '컴퓨터', '논문', '적용', '무리', '무엇', '메이', '아이', '오프라인', '공간', '디지털화', '공감', '기여']","['도메인', '집중', '연구', '머신', '러닝', '연구', '진행', '논문', '특허', '작성', '대량', '영상', '연구', '개발', '관리', '컴퓨터', '멀티미디어', '컴퓨팅', '전문', '지식']","['메이', '아이', '오프라인', '방문객', '분석', '기술', '분석', '툴', '채용', '동기', '대형', '서점', '백화점', '자동차', '쇼룸', '편의점', '영화관', '고객', '사의', '공간', '분석', '고객', '사의', '업종', '만큼', '매장', '내', '혼잡', '카메라', '화각', '분석', '측면', '분석', '환경', '분석', '환경', '추출', '기술', '업종', '고객', '만족', '기술', '연구개발', '함', '제품', '시장', '확장', '핵심', '목표', '오프라인', '공간', '방문객', '추출', '엔진', '연구', '개발', '하루', '명', '방문', '공간', '구조', '공간', '린징', '환경', '추출', '엔진', '만듭니', '매장', '방문', '상품', '방문', '이벤트', '상품', '얼마나', '적극', '체험', '광고', '얼마나', '주의', '시청', '도난', '특이', '행동', '정량', '엔진', '만듭니', '주요', '주요', '모델', '정확도', '향상', '연구', '개발', '진행', '동영상', '검', '출하', '추적', '서로', '다른', '카메라', '동일인', '식별', '동영상', '연령', '예측', '제품', '확장', '고객', '충족', '기술', '프로토타이핑', '연구', '개발', '방문객', '상품', '상호작용', '여부', '분석', '기술', '방문객', '특정', '광고', '물', '시청', '여부', '분석', '기술', '매장', '관리', '도난', '위험', '감지', '기술', '가치', '실내', '실외', '서점', '영화관', '고객', '사의', '실제', '영상', '접', '연구', '대기업', '고객', '대상', '고객', '컴퓨터', '기술', '연구', '내용', '제품', '실제', '반영', '팀', '문화', '능동', '메이', '아이', '팀', '분야', '논문', '발표', '업계', '최고', '수준', '기술', '증명', '경쟁력', '연봉', '보장', '팀', '내', '정의', '목표', '위해', '각자', '연구', '방향성', '설정', '연구', '결과', '실력', '증명', '오프라인', '공간', '방문객', '분석', '아래', '연구', '논문', '작성', '활동', '지원', '혼자', '위해', '노력', '데', '일리', '스크럼', '연구', '내용', '적극', '공유', '논문', '리뷰', '세미나', '진행', '채용', '프로세스', '서류', '전형', '자유', '양식', '이력서', '경력', '기술', '포트폴리오', '제출', '출신', '지역', '신체', '정보', '가족', '사항', '직무', '관계', '정보', '비대', '인터뷰', '연관', '메이', '아이', '팀', '제출', '서류', '직무', '기본', '기술', '이야기', '비', '대면', '진행', '내외', '진행', '직무', '인터뷰', '협업', '메이', '아이', '팀원', '비대', '인터뷰', '구체', '직무', '추구', '방향', '이야기', '메이', '아이', '사무실', '대면', '진행', '내외', '진행', '인터뷰', '메이', '아이', '대표', '문화', '추구', '가치', '메이', '아이', '문화', '적합', '도', '이야기', '대면', '비', '대면', '진행', '내외', '진행', '처우', '협의', '보상', '안', '협의', '입사', '조율']",머신러닝 연구원 (ML Researcher)
빗썸코리아,DE,"['학사', '학력', '금융', '대형', '플랫폼', '경력', '구축', '운영', '파이프라인', '구축', '운용', '상급', '비즈니스', '도메인', '지식', '학습', '거부', '감', '비즈니스', '부서', '외부', '관', '자', '적극', '커뮤니케이션']","['웹', '크롤', '링', '고객', '중심', '사고', '의사결정', '직', '협업', '커뮤니케이션', '거버넌스', '엔지니어링', '관심', '분석', '이신', '금융', '전반', '셋', '비정', '채용', '절차', '서류', '전형', '차', '기술', '인터뷰', '차', '임원', '인터뷰', '최종', '합격', '공고', '채용', '진행', '채용', '완료', '시', '조기', '마감', '서류', '전형', '결과', '전화', '인터뷰', '온라인', '테스트', '진행', '채용', '절차', '일정', '상황', '사전', '안내', '후', '변경', '전형', '결과', '개별', '안내', '입사', '후', '개월', '습기', '적용', '평가', '결과', '습기', '연장', '채용', '취소', '원서', '기재', '내용', '허위', '사실', '발견', '경우', '채용', '취소', '국가', '유공', '장애인', '취업', '보호대', '상자', '관계', '법령']","['설계', '개발', '관점', '분석', '기준', '정보', '정의', '용량', '처리', '파이프라인', '개발', '시스템', '구축', '관리', '시스템', '구축', '관리', '서비스', '환경', '고도화']",[빗썸] 데이터 분석 엔지니어 (3년 이상)
아임웹,DE,"['용량', '분석', '통계학', '지식', '정량', '분석', '전문가', '수준', '툴', '클라우드', '엔지니어링', '환경', '구축', '운영', '이커머스', '주요', '지표', '분석', '방법론', '인과', '추론', '실험설계', '방법론', '테스트', '설계', '비즈니스', '관점', '의사결정', '도출', '논리', '분석', '사고']","['팀', '리드', '팀', '커리어', '성장', '근거', '문화', '환경', '구축', '박사', '학위', '소지', '통계', '최적화', '머신', '러닝', '이론', '지식', '포지션', '기술', '확인', '코딩', '테스트', '진행']","['팀', '리드', '인프라', '구축', '시각', '분석', '방안', '도출', '목표', '달성', '가설', '설정', '검증', '실험', '설계', '분석', '테스트', '환경', '셋업', '고도화', '프로', '덕트', '비즈니스', '조직', '파트너', '로서', '협업', '관점', '인사이트', '해결', '책', '제공', '플랫폼', '지속', '발전', '최적화', '체계', '시도', '도입']",[100억↑투자] Data Lead
플래티어,DE,"['인프라', '설계', '운영', '리눅스', '환경', '시스템', '엔지니어', '로서', '컨테이너', '기술', '이용', '배포', '운영', '구축', '운영', '이용', '구성', '운영']","['서비스', '운영', '모니터링', '시스템', '지식', '대규모', '사용자', '대상', '구성', '설계', '참여', '개발', '인프라', '개선', '개발', '생산', '향상', '기여', '환경', '초기', '서비스', '구성', '고도화', '참여', '사이언스', '개발', '기획', '조직', '협업', '커뮤니케이션']","['기존', '인프라', '안정', '운영', '고도화', '비용', '효율', '개선', '서비스', '모니터링', '장애', '예방', '시스템', '개선', '장애', '프로세스', '구축', '컨테이너', '기술', '환경', '서비스', '구조', '지향', '리소스', '관리', '자동화', '모니터링', '시스템', '구축', '지속', '개선']",[그루비 SaaS 솔루션] 클라우드 엔지니어
로보코리아(LOVO Korea),DE,"['책임감', '연구', '자체', '실제', '프로덕트', '적용', '기술', '욕심', '언어', '개발', '프레임워크', '딥', '러닝', '모델', '학습', '평가', '머신', '러닝', '기본']","['글로벌', '협업', '영어', '커뮤니케이션', '프레임워크', '딥', '러닝', '모델', '구현', '서비스', '사고', '로서', '유저', '제공', '프로덕트', '완성', '도', '체계', '방식', '모델', '학습', '파이프라인', '기획', '개발', '팀', '합류', '과정', '서류', '접수', '직무', '컬쳐', '핏', '인터뷰', '라이브', '코딩', '테스트', '최종', '합격', '정규직', '채용', '경우', '개월', '습기', '선호', '항상', '자기계발', '진심', '본인', '애착', '잘해야', '놀', '땐', '땐', '줄', '아시', '효율', '성과', '프로세스', '고민', '또', '고민', '자신', '성장', '위해', '노력', '매사', '주도', '책임감']","['팀', '개발', '모델', '재', '학습', '후', '처리', '실제', '서빙', '모델', '개발', '과정', '확인', '이슈', '분석', '해결', '방안', '도출', '체계', '방식', '모델', '재', '학습', '평가', '방식', '개발']",ML Engineer (Application Engineer)
트릿지,DE,"['컴퓨터공학', '분야', '학사', '석사', '학위', '취득', '엔지니어', '로서', '알고리즘', '구조', '빅', '파이프라인', '아키텍처', '세트', '구축', '최적화', '작업', '구조', '비정', '분석', '스킬', '언어', '통계', '프로그래밍', '신분', '팀', '환경', '문제', '해결', '영어', '커뮤니케이션', '비즈니스', '레벨']","['강점', '더욱', '빅데이터', '툴', '포함', '관계', '데이터베이스', '머신', '러닝', '프레임워크', '모델', '마', '이닝', '세분', '기술', '기술', '전문성', '데이터베이스', '설계', '실무', '도구', '지식', '영어', '말']","['목표', '트릿지', '엔지니어', '창의', '사고', '소프트웨어', '개발', '기술', '트릿지', '비즈니스', '혁신', '솔루션', '역할', '트릿', '비즈니스', '출발점', '모든', '프로젝트', '소프트웨어', '개발자', '데이터베이스', '설계자', '분석', '지원', '진행', '중인', '프로젝트', '전반', '최적', '전달', '아키텍처', '설계', '구축', '담당', '주도', '최적', '파이프라인', '아키텍처', '유지', '빅', '기술', '소스', '최적', '추출', '변환', '로드', '데', '인프라', '구축', '업계', '최고', '수준', '분석', '툴', '드하', '최적화', '작업', '협력', '머신', '러닝', '인프라', '개발', '구현', '데', '협력', '확장', '파이프라인', '개발', '유지', '관리', '데', '협력', '구축', '볼륨', '복잡', '성의', '지속', '증가', '지원', '백엔드', '엔지니어', '머신', '러닝', '엔지니어', '협력', '머신', '러닝', '모델', '개발']",[1500억↑투자] Senior Data Engineer
메이븐클라우드서비스,DE,"['설계', '파이프라인', '구축', '작성', '최적화', '작성']","['정형', '비정', '처리', '구축', '운영', '표준화', '품질', '관리', '보신']","['프로젝트', '요건', '파악', '개발', '구축', '분석', '솔루션', '개발', '아키텍쳐', '링', '프로세스', '기능', '컨설팅', '고객', '구축', '모델링', '추출', '프로젝트', '리딩']",데이터 엔지니어/PM(10년 이상)
넷스루,DE,"['조건', '신입', '컴퓨터공학', '사이언스', '학과', '소프트웨어', '학과', '통계학', '산업', '공학', '전공자', '경력', '분석', '도구', '이용', '가능', '추출', '핸들링', '일련', '분석', '모델', '개발', '프로젝트', '작성', '처리', '분석', '마트', '구축', '자', '개발', '리눅스']","['컴퓨터공학', '통계학', '수학', '전공자', '커뮤니케이션', '로그', '분석', '캠페인', '개인화', '추천', '솔루션', '프로젝트']","['분석', '프로젝트', '분석', '시스템', '설계', '구축', '수집', '처리', '분석', '시각', '자동화']",데이터솔루션엔지니어링 수행 팀원_10년 미만
에이슬립,DE,"['분과', '엔지니어링', '경력', '학습', '분석', '파이프라인', '설계', '엔지니어링', '프로그래밍', '언어', '전반', '커뮤니케이션', '다른', '팀', '능동', '협력']","['프레임워크', '헬', '스케', '도메인', '특성', '디스커버리', '플랫폼', '시각', '도구', '도구', '도입', '거나', '셋업', '클라우드', '플랫폼', '빅데이터', '인프라']","['우리', '모델', '고도화', '각종', '추출', '정제', '저장', '파이프라인', '설계', '관리', '양', '효용', '최대', '전략', '방법', '기획', '실행', '체계', '관리', '플랫폼', '팀', '전사', '구성원', '접근성']",Data Engineer (5년 이상)
지놈인사이트테크놀로지,DE,"['컴퓨터', '분야', '학사', '시스템', '빅데이터', '분석', '플랫폼', '설계', '구축', '운영']","['분석', '시스템', '빌드', '솔루션', '개발', '아래', '자격증', '소유자', '아키텍처', '분석']","['분석', '시스템', '구축', '운영', '분석', '시스템', '드하', '최적화', '파이프라인', '자동화', '인프라', '관리', '운영', '구축', '운영', '빅데이터', '프레임워크', '구축', '운영', '설계', '구축', '운영', '설계', '구축', '운영', '장애', '대응', '기술', '검토', '적용', '퍼블릭', '프라이', '빗', '하이브리드', '클라우드', '구축', '기술', '검토', '적용']",Data Engineer
더블미디어,DS,"['웹앱', '서비스', '분석', '경력', '상응', '이용', '분석', '시각', '머신', '러닝']","['통계', '분석', '알고리즘', '지식', '실무', '테스트', '계획', '결과', '분석', '의견', '제시']","['웹앱', '서비스', '분석', '인사이트', '도출', '개발', '조직', '기획', '협업', '통', '로그', '설계', '관리', '툴', '분석', '대시보드', '구축', '비즈니스', '인사이트', '도출']",데이터 사이언티스트
알티엠,DS,"['컴퓨터', '영상', '처리', '딥', '러닝', '분야', '석사', '박사', '학위', '이미지', '영상', '처리', '분야', '실무', '딥', '러닝', '프레임워크', '이용', '모델', '구축', '프로젝트', '프로', '덕트', '관리', '리더십', '팀', '커뮤', '케인', '션', '협업']","['개념', '고려', '사항', '전달', '의사소통', '정보', '분석', '결과', '효과', '전달', '자료', '작성']","['기술', '제조', '도메인', '가치', '창', '추구', '직무', '포지션', '인공', '지능', '제조', '공정', '문제', '해결', '문제', '해결', '일반', '솔루션', '개발', '역할', '제조', '분야', '혁신', '기술', '적용', '생산', '향상', '비즈니스', '성과', '최적화', '주력', '이미지', '처리', '제조', '공정', '발생', '이미지', '영상', '처리', '특징', '추출', '분류', '알고리즘', '개발', '불량', '영역', '탐지', '이미지', '영상', '불량', '영역', '탐지', '모델', '개발', '적용', '불량', '구조', '인식', '불량', '구조', '인식', '불량', '물리량', '길이', '각도', '측정', '불량', '여부', '판별', '모델', '개발', '적용', '모델', '프롬프트', '양', '이미지', '불량', '영역', '탐지', '모델', '개발', '불량', '이미지', '생', '제조업', '특성', '불량', '률', '매우', '불량', '이미지', '수집', '극복', '불량', '이미지', '생', '알고리즘', '모델', '개발', '적용']",Senior Data Scientist (이미지 데이터)_5년 이상
하이(Haii),DS,"['경력', '프레임워크', '정형', '비정', '처리', '프로그램', '개발', '개발', '백엔드', '프레임워크', '툴', '협업']","['모델', '서비스', '파이프라인', '구축', '가공', '처리', '분석', '프로젝트', '환경', '기타', '기술', '요건', '외', '모든', '기술', '개발', '애자', '프로젝트', '실무', '개발', '기록', '문서', '작성', '작성']","['디지털', '치료', '제의', '과학', '근거', '치료', '진단', '목적', '달성', '치료', '제', '개발', '디지털', '바이오', '발굴', '구현', '분석', '모델', '훈련', '검증', '배포', '파이프라인', '구축', '운영', '모델', '이용', '개발', '디지털', '치료', '제', '솔루션', '적용']",데이터 사이언티스트 [ML팀]
아템드메라키,DS,"['과학', '통계', '컴퓨터', '공학', '분야', '학사', '학위', '분포', '분석', '분류', '클러스터링', '통계', '프레임', '코딩', '기술', '조건', '예', '혁신', '창의성', '직관', '강조', '입증', '예', '측면', '식별', '고정관념', '독창', '생각', '디지털', '자산', '산업', '경력', '디지털', '자산', '산업', '열정', '경력']","['석사', '학위', '박사학위', '박사', '과정', '지원', '분석', '유사']","['통계', '분석', '모델링', '기법', '셋', '적용', '기존', '전략', '발전', '산업', '영역', '이전', '탐구', '방향성', '탐구', '자체', '작업', '흐름', '관리', '행동', '심층', '영역', '전문', '지식', '개발', '세트', '시각', '탐색', '예측', '기능', '구상']",데이터 사이언티스트
글로벌리어,DS,[],[],[],Data Scientist
핵클(Hackle),DS,"['경력', '컴퓨터', '과학', '통계학', '수학', '전공', '박사', '학위', '머신', '러닝', '워크플로우', '수집', '검증', '처리', '가공', '모델', '트레이닝', '모델', '성능', '평가', '모델', '배포', '과정', '구축', '시계열', '서비스', '프로', '덕트', '딥', '러닝', '모델', '추론', '최적화', '제품', '주요', '프레임워크', '최신', '딥', '러닝', '기술', '구현', '프로그래밍', '조작', '알고리즘', '모델', '개발', '대규모', '세트', '통찰', '도출', '숙련']","['모든', '수준', '기술', '비즈니스', '성숙', '도의', '관계자', '효과', '의사', '소통', '컨퍼런스', '학회', '논문', '게재', '머신', '러닝', '린지', '전형', '절차', '해당', '포지션', '설명', '핵', '채용', '사이트', '공고', '참고', '핵', '홈페이지', '하단', '채용', '안내', '참조']","['핵', '소프트웨어', '엔지니어', '고객', '전송', '용량', '비정', '실시간', '처리', '고객', '의사결정', '지원', '핵', '엔진', '서비스', '징후', '원인', '탐지', '비지니스', '전략', '추천', '개발', '고객', '핵', '제공', '분석', '결과', '비지니스', '의사결정', '만큼', '핵', '제공', '신뢰', '집착', '팀', '협력', '세계', '수준', '실험', '플랫폼', '고객', '분석', '플랫폼', '비지니스', '의사결정', '구축', '양', '사용자', '행동', '수집', '마', '이닝', '인사이트', '도출', '의사결정', '일련', '과정', '프레임워크', '핵', '서비스', '내', '자동화']",Data Scientist / Machine Learning Engineer
그립컴퍼니,DS,"['경력', '프로그래밍', '언어', '개발', '클라우드', '환경', '개발', '여러', '부서', '요구사항', '파악', '커뮤니케이션']","['머신', '러닝', '딥', '러닝', '모델', '이용', '실제', '서비스', '운영', '이용', '머신', '러닝', '딥', '러닝', '개발', '이용', '운영', '컴퓨터공학', '통계학', '수학', '전공자', '석사', '전형', '절차', '서류', '전형', '차', '면접', '기술', '차', '면접', '문화', '적합', '최종', '합격', '참고', '사항', '직무', '직책', '레퍼런스', '조회', '진행', '정규직', '경우', '개월', '습기', '적용', '수습', '평가', '수습', '연장', '종료']","['팀', '소개', '빅데이터', '팀', '소개', '빅데이터', '탐구', '유저', '제공', '사적', '의사결정', '데이터시각화', '탐구', '전사', '전파', '살', '선', '순환', '고리', '신설', '조직', '구조', '서비스', '논의', '직무', '소개', '전통', '이커머스', '달리', '라이브', '커머스', '신규', '플랫폼', '발생', '분석', '기법', '적용', '가치', '정보', '머신', '러닝', '딥', '러닝', '기법', '이용', '패턴', '모델링', '거나', '상치', '탐지', '각종', '로그', '이용', '방송', '상품', '추천', '시스템', '개발', '딥', '러닝', '이용', '라이브', '커머스', '모델', '랭킹', '추천', '방송', '모니터링', '어뷰징', '탐지', '서비스', '전반', '적용', '테스트', '성과', '측정', '바탕', '서비스', '지표', '지속', '상승', '주요', '방송', '상품', '머신', '러닝', '딥', '러닝', '실험', '모델', '개발', '이용', '모델', '관리', '학습', '배포', '자동화', '시스템', '구축', '모델', '검증', '개선']",데이터 사이언티스트(AI)
에이아이트릭스(AITRICS),DS,"['헬', '스케', '빅데이터', '분석', '임', '연구', '통계', '컴퓨터공학', '산업', '공학', '수학', '석사', '학위', '소유자', '분야', '경력', '직접', '추출', '가공', '탐색', '분석', '모델링', '시각', '의료', '분야', '관심', '임', '가치', '창', '열정']","['병원', '시스템', '의료', '구조', '임', '통계', '논문', '인공', '지능', '머신', '러닝', '임상시험', '진행', '통계', '분석', '시계열', '분석', '예측']","['의료', '빅데이터', '분석', '발굴', '헬', '스케', '바탕', '효율', '정제', '구조', '정의', '파이프라인', '구축', '운영', '협업', '의료', '인공', '지능', '모델', '개발', '임', '분석']",Data Scientist
에스알파테라퓨틱스,DS,"['조건', '취합하', '자', '임', '통계학', '통계학', '응용', '통계', '정보통', '전공', '석사', '학위', '소지', '자연계', '석사', '학위', '수료', '통계', '프로그램', '해외여행', '결격', '사유', '자']","['임상시험', '분석', '경력', '종업', '영어', '능통', '우수']","['팀', '임상시험', '설계', '통계', '검토', '컨설팅', '계획', '검토', '표본', '산출', '임상시험', '분석', '검토', '작성', '검토', '작성', '검토', '디지털', '의료기기', '분석', '검토']",[전문연구요원] 통계분석 전문가
휴톰,DS,"['응용', '통계', '분석', '산업', '공학', '전공', '석사', '학위', '분석', '마', '이닝', '머신', '러닝', '경력', '분석', '언어', '분석', '유', '신규', '발굴', '정의', '통계', '분석', '모델링', '연구', '방향성', '제시', '관계', '부서', '협력', '기관', '의사소통']","['박사학위', '소지', '의료', '분석', '경력', '프로젝트', '설계', '구현', '평가', '리딩', '환경', '린지', '매니', '징', '팀', '단위', '조직', '운영', '국책', '과제', '실무']","['수술', '치료', '의료', '통계', '분석', '수술', '전', '과정', '의료', '분석', '모델링', '예측', '최적화']",Data Scientist(Senior)
파이온코퍼레이션,DS,"['차', '면접', '전', '문제', '풀이', '단계', '딥', '러닝', '동작', '방식', '알고리즘', '깊이', '가능', '박사', '졸업', '학부', '컴퓨터', '전공']","['동영상', '온라인', '광고', '서비스', '플랫폼', '개선', '점', '방향', '제안']","['실리콘밸리', '출신', '연구', '분석', '모델링', '텍스트', '추출', '인물', '상품', '인식', '동작', '인식', '분류', '공개', '모델', '분석', '향상', '모델', '학습', '자체', '모델', '지속', '개선']",브이캣 딥러닝 엔지니어
팀블랙버드(CryptoQuant),DS,"['따라서', '아래', '기준', '데이터베이스', '프로덕션', '환경', '파이썬', '프로그래밍', '스크립팅', '개발', '웹', '프레임워크', '기본', '지식', '기술', '스택', '툴']","['크립토퀀트', '기업', '문화', '데이터베이스', '이용', '관해', '깊이', '운영', '보신', '파이프', '라이닝', '자동화', '모니터링', '시스템', '구축', '깊이', '관리', '빅데이터', '웨어', '징', '솔루션', '블록', '체인', '노드', '운영', '체인', '투자', '암호', '화폐', '금융', '분야', '관심', '영어', '소통']","['합류', '팀', '다음', '엔지니어', '엔지니어', '팀', '소속', '팀', '프로덕트', '인프라', '프로젝트', '진행', '엔지니어', '인프라', '설계', '파이프라인', '구축', '고객', '안정', '제공', '만듭니', '엔지니어', '팀', '내부', '프로', '덕트', '팀', '협업', '담당', '아래', '암호', '화폐', '투자', '유', '의미', '개발', '가공', '인프라', '구축', '소스', '로부터', '로우', '수집', '예', '로우', '로부터', '가공', '인덱싱', '데이터베이스', '구축', '가공', '정', '제비', '정제', '요구사항', '데이터베이스', '저장', '수집가', '저장', '파이프', '라이닝', '자동화', '인프라', '구축', '분석', '웨어', '징', '솔루션', '구축', '진행', '엔지니어링', '프로젝트', '후보', '다음', '해당', '진행', '다음', '성장', '급', '개발', '라지', '스케일', '웨어하우스', '운영', '축적', '인프라', '설계', '라지', '스케일', '병렬', '처리', '효율', '워크플로', '설계', '직접', '참여', '구현', '협업', '크립', '토', '생태계', '전반', '고객', '중심', '사고', '바탕', '프로젝트', '십', '가지', '능동', '프로젝트', '채용', '프로세스', '다음', '서류', '전형', '직무', '인터뷰', '컬쳐', '핏', '인터뷰', '상황', '면접', '비', '대면', '진행', '과제', '전형', '추가', '수도', '수습', '이후', '정규직', '채용', '확정']",[100억↑투자] Web3 데이터 엔지니어
바이온사이트,DS,"['원천', '로부터', '정제', '특징', '추출', '직접', '모형', '개발', '성능', '평가', '처리', '가공', '분석', '분석', '과정', '결과', '부서', '전달', '커뮤니케이션', '신약', '개발', '단백체학', '분야', '최신', '분석', '법', '관심', '학습']","['신약', '개발', '화학', '생물학', '분야', '분석', '모델링', '질량', '분석', '연구개발', '개발', '환경', '외국어', '영어', '커뮤니케이션']","['바이오', '컬', '데이터베이스', '수집', '가공', '분석', '질량분석기', '분석', '단백질', '약물', '활', '예측', '분석', '약학', '플랫폼', '개발', '유지', '보수', '분석', '모델', '성능', '평가', '고도화']",Data Scientist
아이트럭,DS,"['언어', '숙련', '라이브러리', '능', '숙자', '상용', '서비스', '제품', '개발', '회', '혐']","['통계학', '지식', '개발', '사용자', '논리', '체계', '문제해결', '효과', '의사', '전달', '협업']","['모델', '서빙', '추천', '모델', '시계열', '개발']",ML 머신러닝 중급 개발자
제네시스랩,DS,"['경력', '실력', '겸비', '통계', '분석', '데이터마이닝', '이용', '분석', '딥', '러닝', '학습', '영상', '음성', '텍스트', '처리', '작업', '직접', '보고', '분석', '작업', '가치', '보안']","['딥', '러닝', '추론', '결과', '분석', '모델', '성능', '향상', '기여', '기술', '관심', '수집', '설계', '코드', '품질', '집착']","['기술', '딥', '러닝', '모델', '추론', '결과', '분석', '모델', '성능', '향상', '기여', '실제', '서비스', '수집', '영상', '음성', '텍스트', '분석', '수집', '파이프라인', '설계', '내부', '시스템', '이용', '관리', '태깅', '할당', '관리']",[200억↑투자] Data Scientist (3년이상)
아프리카TV,DS,"['통', '베이스', '직접', '추출', '개', '분석', '도구', '분석', '경력']","['유저', '세그먼트', '설계', '세그먼트', '별', '인사이트', '추출', '시각', '도구', '서비스', '개선', '동영상', '서비스', '분석', '핸들링', '분석', '마케팅', '성과', '분석', '리', '포팅', '프레', '젠', '테이', '션', '아프리카', '서비스', '이용', '소비', '형태', '이상현', '트렌드', '변화']","['서비스', '이용자', '분석', '서비스', '개선']",VOD 서비스 이용자 분석 및 서비스 개선
로보코리아(LOVO Korea),DS,"['성격', '언어', '개발', '모델', '학습', '평가']","['셋', '수집', '관리', '대규모', '수집', '파이프라인', '구축', '운영', '관리', '엔지니어링', '음성', '처리', '팀', '합류', '과정', '서류', '접수', '직무', '컬쳐', '핏', '인터뷰', '라이브', '코딩', '테스트', '최종', '합격', '정규직', '채용', '경우', '개월', '습기', '선호', '항상', '자기계발', '진심', '본인', '애착', '잘해야', '놀', '땐', '땐', '줄', '아시', '효율', '성과', '프로세스', '고민', '또', '고민', '자신', '성장', '위해', '노력', '매사', '주도', '책임감']","['대규모', '음성', '텍스트', '학습', '수집', '파이프라인', '운영', '관리', '효율', '관리', '처리', '기술', '최적화', '수집', '품질', '전후', '처리', '학습', '가공', '정제', '결과물', '음성', '체계', '측정', '평가', '척도', '개발', '팀', '협력', '대규모', '인사이트', '도출']",ML Engineer (Data Engineer)
