company_name,industry,dt_ym,ct_1st,ct_2nd,job_req_noun,job_add_noun,job_due_noun,title
디어유,"IT, 컨텐츠",2023-12,Customer Service,Customer Service Representative,"['학력', '초대', '졸', '이상', '경력', '고용', '형태', '정규직', '수습', '개월', '종업', '매니지먼트', '경력', '문학사', '이상', '학위', '소지', '활용', '능력']","['유튜버', '크리에이터', '사업', '이해도', '서비스', '매니지먼트', '관심', '흥미', '내외', '커뮤니케이션', '영어', '일본어', '중국어', '외국어', '활용']","['버블', '팬클럽', '커뮤니티', '서비스', '운영', '담당', '서비스', '활성화', '위', '전반', '운영', '정책', '수립', '실행', '고객', '매니지먼트', '커뮤니케이션', '대응', '운영', '관점', '서비스', '어드민', '개선', '사항', '도출', '서비스', '운영', '관리', '모니터링', '이슈', '대응', '공식', '채널', '운영']",커뮤니티 서비스 운영 담당자
디어유,"IT, 컨텐츠",2023-12,IT,Java Developer,"['학력', '대졸', '이상', '경력', '고용', '형태', '정규직', '수습', '개월', '기반', '개발', '실무', '경력', '이상', '기반', '정보', '통신', '전자', '전기', '컴퓨터', '전산', '관련', '학사', '이상', '정보처리기사', '자격증', '소지']","['클라우드', '기반', '개발', '경력', '웹', '프레임워크', '기반', '개발', '실무', '경력', '실무', '경력']","['채팅', '서비스', '회원', '개발', '커뮤니티', '서비스', '회원', '개발', '회원', '관련', '어드민', '백엔드', '개발', '관련', '연동', '개발', '개인정보', '보안', '관련', '개발']",서버 백엔드 담당자
브레인즈컴퍼니,"IT, 컨텐츠",2023-12,IT,Big Data Engineer,"['경력', '학력', '대졸', '졸업', '이상', '통합', '로그', '관리', '통합', '보안', '관리', '부문', '엔지니어', '경력']","['전산', '관련', '전공', '검색', '엔진', '사용', '통합', '로그', '관리', '개발', '리눅스', '명령어', '사용', '유']","['해', '빅데이터', '통합', '로그', '관리', '시스템', '제품', '소개', '빅데이터', '통합', '로그', '관리', '시스템', '기술', '지원', '담당', '제품', '설치', '유지', '보수', '기능', '테스트', '매뉴얼', '작성']",통합로그관리 SW 기술지원 엔지니어(5-10년)
더워터멜론TWC,"전문, 과학기술",2023-12,Management & Business,Strategic Planner,"['사업', '성장', '브랜드', '영향', '이해', '전략', '실행', '간', '종합', '브랜딩', '전략', '사고', '창의', '마인드', '행동', '실행', '아이디어', '능동', '조직', '리딩']","['브랜드', '매니저', '컨설팅', '회사', '리서치', '회사', '광고', '행사']","['브랜드', '진단', '전략', '방향성', '수립', '브랜드', '임', '슬로건', '스토리', '개발', '브랜드', '체계', '전략', '수립', '브랜드', '실행', '전략', '아이디어', '수립', '외', '회사', '요구', '내부', '프로젝트', '신규', '비즈니스', '개발', '프로젝트', '참여']",브랜드 컨설팅 전략 본부 (팀장급)
드림어스컴퍼니,"IT, 컨텐츠",2023-12,Design,Product Designer,"['제품', '디자인', '경력', '차', '디자인', '컨셉', '도출', '능력', '제품', '디자인', '개발', '프로세스', '이해도', '양산', '설계', '기구', '팀', '협업', '진행', '적용', '이해도']","['뮤직', '플레이어', '블루투스', '스피커', '중형', '가전제품', '제품', '디자인', '적용', '지식', '양산', '관리', '담당', '책임감', '임', '사용', '툴', '프로그램', '렌더링', '프로그램', '프로그램', '포트폴리오', '제출', '시', '프로젝트', '별', '본인', '참여', '율', '기재', '본인', '핵심', '알', '내용', '위주', '구성', '기여', '도', '미만', '프로젝트', '제외']","['음질', '음원', '기술', '응집', '제품', '디자인', '생활', '곳곳', '자리', '아이리버', '제품', '디자인', '두', '브랜드', '제품', '톤', '앤', '매너', '디자인']",제품 디자이너
위매드블록,"IT, 컨텐츠",2023-12,Marketing & Advertising,Market Researcher,"['영어', '의사소통', '네이티', '브', '선호', '이상', '블록', '체인', '업계', '경력', '역할', '수행', '블록', '체인', '기술', '토크', '노', '믹스', '이해도']","['프로젝트', '커뮤니티', '직접', '참여', '보신', '프로젝트', '런칭', '운영', '블록', '체인', '생태계', '내', '네트워크', '관계', '구축']","['프로젝트', '커뮤니티', '운영', '계획', '수립', '프로모션', '이벤트', '기획', '업계', '트렌드', '모니터링', '리서치', '시장', '분석', '전략', '구축']",블록체인 사업기획(2년 이상)
브랜드리팩터링,기타 서비스업,2023-12,Marketing & Advertising,Marketer,"['학력', '학력', '무관', '경력', '메타', '활용', '마케팅', '성과', '메타', '직접', '기획', '운영', '경력', '이상', '월', '광고', '비', '최소', '이상', '이상', '메타', '직접', '운영', '이커머스', '산업', '경력']","['데이터', '기반', '의사결정', '커뮤니케이션', '건기', '시장', '이해도', '광고', '규정', '심의', '틱톡', '활용', '온라인', '마케팅', '경력', '매체']","['시장', '경쟁', '분석', '마케팅', '전략', '기획', '목표', '달성', '위', '채널', '캠페인', '최적화']",퍼포먼스 마케터
청춘에프앤비,"판매, 유통",2023-12,Management & Business,Business Support Manager,"['경력', '년', '무관', '학력', '학력', '무관', '프렌', '차', '이즈', '유']","['슈퍼바이저', '경력', '이상', '운전', '데이터', '분석', '능력자', '엑셀', '능력자', '상권', '분석', '배달', '앱', '이해도', '친화력']","['청춘', '닭꼬치', '꼬치', '가맹', '점', '관리', '직영', '점', '관리', '가맹', '점', '방문', '관리', '매출', '관리', '계획', '가맹', '점', '오픈', '지원']",운영지원팀 팀원
가온소프트랩,"IT, 컨텐츠",2023-12,IT,Java Developer,"['학력', '초대', '졸', '이상', '경력', '확용', '가능', '활용', '가능', '전자정부', '프레임워크', '고용', '형태', '정규직', '수습', '개월']","['포트폴리오', '제출', '커뮤니케이션', '자', '수행', '코드', '리뷰', '프로젝트', '종료', '이후', '관리', '자']","['운영', '솔루션', '운영', '관리', '유지', '보수', '솔루션', '고객', '이슈', '대응']",SM 담당자
가온소프트랩,"IT, 컨텐츠",2023-12,IT,Java Developer,"['학력', '초대', '졸', '이상', '경력', '활용', '최상급', '전자정부', '프레임워크', '프로젝트', '고용', '형태', '정규직', '수습', '개월']","['포트폴리오', '제출', '커뮤니케이션', '자', '활용', '가능', '수평', '조직', '팀', '역할', '수행', '액', '기준', '이상', '프로젝트', '역할', '수행', '조직', '운영', '열정', '개선', '위해', '노력', '자']","['프로젝트', '역할', '수행', '프로젝트', '계획', '관리', '통', '프로젝트', '목표', '달성', '팀', '리더십', '팀', '분배', '역할', '정의', '팀', '운영', '기술', '리더십', '기술', '결정', '프로세스', '개선', '팀', '성장', '도모', '성과', '평가', '팀', '성과', '관리', '피드백', '제공', '전략', '수립', '회사', '팀', '비', '전과', '전략', '수립', '소통', '목표', '달성', '위', '방향', '제시']",BackEnd 개발 팀장급
비주얼(bejewel),"IT, 컨텐츠",2023-12,IT,QA,"['테스트', '플랫폼', '이해도', '하나', '서비스', '릴리', '업데이트', '주기', '시작', '참여', '테스트', '계획', '수립', '수행', '신분', '기획', '디자인', '개발', '팀원', '소통', '수행', '신분', '요구사항', '분석', '통해', '기획', '단계', '논리', '오류', '도출', '열정', '긍정', '마인드', '단순', '검수', '품질', '관리', '부서', '발전', '위', '목표', '의식', '열의', '가지', '신분']","['커머스', '쇼핑몰', '신분', '책임감', '프로세스', '도입', '거나', '개선', '보신', '애자', '방법론', '협업', '툴', '사용', '테스트', '자동화', '툴', '사용', '구축', '신분', '테', '스팅', '관련', '자격증', '보유']","['아몬', '서비스', '관련', '기능', '검증', '오류', '리포트', '사용성', '개선', '제안', '수행', '정책', '기반', '유즈', '케이스', '중심', '테스트', '케이스', '작성', '수행', '프로세스', '개선', '효율', '프로세스', '방안', '도입', '통해', '개선', '구매', '고객', '사용', '진행', '구매', '고객', '운영자', '사용', '진행', '관리자', '운영', '위해', '사용', '백오피스', '진행', '입점', '브랜드', '판매', '자가', '운영', '위해', '사용', '진행']",[amondz] QA 담당자 (4-7년)
가온소프트랩,"IT, 컨텐츠",2023-12,IT,Java Developer,"['학력', '초대', '졸', '이상', '경력', '활용', '개발', '전자정부', '프레임워크', '고용', '형태', '정규직', '수습', '개월']","['포트폴리오', '제출', '커뮤니케이션', '자', '활용', '가능']","['솔루션', '개발', '개발']",BackEnd 개발 팀원
리갈하이,"IT, 컨텐츠",2023-12,IT,Front-end Engineer,"['자격', '요건', '공통', '스스로', '개발자', '밥값', '연봉', '욕구', '가지', '워', '밸', '사실', '워', '밸', '급여', '성과급', '안주', '실력', '지원', '수준', '경우', '때', '하루', '정시', '출퇴근', '눈치', '안', '야근', '강요', '다만', '강도', '태도', '성과급', '연봉', '협상', '인턴', '그것', '미리', '예정', '안', '퇴근', '시간', '다른', '얘기', '합정역', '출퇴근', '무리', '프론트엔드', '외', '언어', '개발', '적']","['수학', '학습', '속도', '논리', '사고', '줄', '계획', '의사소통', '자신', '생각', '조리', '표현', '글', '개발', '블록', '체인', '사용성', '나름', '기준', '고민', '다른', '자신', '생각', '조리', '표현', '개발', '프로덕트', '만들기', '위해', '스스로', '고민', '디자이너', '메꿀', '더독', '그냥', '게', '개발', '친구', '친구']","['기반', '어플리케이션', '개발', '기반', '프론트엔드', '개발']",프론트엔드 / React-Native 개발자
가온소프트랩,"IT, 컨텐츠",2023-12,Management & Business,Service Planner,"['학력', '초대', '졸', '이상', '경력', '고용', '형태', '정규직', '수습', '개월']","['종', '업계', '해당', '직무', '모바일', '앱', '화면', '설계', '보유', '커뮤니케이션']","['화면', '설계', '솔루션', '기획', '스토리보드', '설계', '개발', '부서', '협업', '세부', '요건', '정의', '결과물', '도출', '기획', '문서', '관리']",서비스 기획자 (App/Web)
비주얼(bejewel),"IT, 컨텐츠",2023-12,Management & Business,Project Manager,"['이상', '서비스', '제품', '개발', '프로젝트', '리드', '거나', '운영', '프로세스', '기획', '문제', '정의', '해결', '모든', '과정', '사용자', '파악', '데이터', '기반', '가설', '검증', '사고방식', '긍정', '마인드', '가지', '협업', '부서', '커뮤니케이션', '협업', '책임감', '가지', '프로젝트', '리딩']","['이커머스', '플랫폼', '기획', '검색', '기획', '운영', '정산', '시스템', '기획', '참여', '데이터', '분석', '툴', '사용', '애자', '방법론', '기획', '스타트업']","['고객', '소리', '비즈니스', '요구사항', '기반', '아몬', '서비스', '전반', '제품', '전략', '방향성', '설정', '데이터', '기반', '의사', '결정', '통해', '주요', '프로젝트', '우선', '순위', '결정', '프로젝트', '요구사항', '문서', '작성', '설정', '통해', '프로젝트', '진행', '과정', '전반', '관리', '서비스', '운영', '위', '운영', '프로세스', '기획', '협업', '동료', '공감', '형성', '협의']",[amondz] PO(기획자) (4-7년)
제노소프트,"IT, 컨텐츠",2023-12,IT,Technical Support,"['학력', '학사', '이상', '전공', '관련', '학과', '관련', '기본', '지식']","['코딩', '능력', '보유', '수행', '개발']","['솔루션', '납품', '설치', '출장', '영상', '관제', '프로그램', '운영', '고객', '대응', '용', '관제', '프로그램', '서버', '프로그램', '안드로이드', '솔루션', '시연', '전시회', '준비', '전시', '부스', '운영']",영상관제 솔루션 기술지원
라온로드,"IT, 컨텐츠",2023-12,IT,Front-end Engineer,"['개발', '운영', '이상', '사용', '신분', '이해', '개발', '신분']","['관련', '학과', '전공자', '환경', '개발', '서비스', '운영', '관련', '이해', '개발', '이해', '협업']","['솔루션', '개발', '활용', '서비스', '활용', '디지털', '트윈', '활용', '메타', '버스', '기타', '웹', '서비스', '개발']",프론트엔드
쓰리빌리언(3Billion),"전문, 과학기술",2023-12,Sales,Technical Sales Specialist,"['전략', '자기', '주도', '해외', '고객', '발굴', '확장', '성과', '보신', '영어', '비즈니스', '커뮤니케이션', '적극', '기획', '실행', '도전', '드라이브', '걸', '전략', '사고', '가지', '수행']","['신규', '시장', '개척', '생명과학', '약학', '제약', '관련', '학문', '전공', '제약', '생명과학', '관련', '업종', '영어', '외', '제', '외국어', '스페인어', '프랑스어', '아랍어', '일본어']","['입사', '후', '결정', '특정', '지역', '문화', '담당', '시장', '조사', '현지', '공략', '기획', '신규', '클라이언트', '발굴', '전략', '프로세스', '개발', '사업', '기회', '발굴', '계약', '체결', '연구', '구매', '고객', '확대', '위', '국가', '별', '전략', '실행', '해외', '영업', '활동', '회사', '소개', '해외', '출장', '학회', '참석', '콜', '주도', '데이터', '기반', '효율', '관리', '체계', '구축']",해외 세일즈 매니저
라이프앤바이오,"판매, 유통",2023-12,Marketing & Advertising,Marketer,"['이상', '퍼포먼스', '마케팅', '보유', '목적', '미디어', '플래닝', '집행', '트래킹', '솔루션', '파이어', '베이스', '통해', '지표', '분석', '목표', '달성', '광고', '행사', '브랜드', '퍼포먼스', '마케팅', '경력', '직접', '프로젝트', '기획', '실행', '성과', '이어진', '디지털', '매체', '이해도', '데이터', '기반', '의사결정', '문제해결', '고객', '정량', '정성', '데이터', '기반', '구체', '파악', '포트폴리오', '제출']","['협업', '커뮤니케이션', '적극', '긍정', '트렌드', '온라인', '구매', '건강', '기능', '식품', '분야', '광고', '심의', '지식']","['성과', '기반', '퍼포먼스', '마케팅', '기획', '운영', '데이터', '기반', '최적화', '트래킹', '솔루션', '활용', '지표', '관리', '분석', '성과', '개선', '페이스북', '인스타', '구글', '카카오', '네이버', '온라인', '광고', '집행', '관리', '광고', '행사', '커뮤니케이션', '관리']",브랜드 퍼포먼스 마케터
라온로드,"IT, 컨텐츠",2023-12,IT,Back-end Engineer,"['신입', '웹', '개발', '경력', '이상', '중', '개', '이상', '언어', '사용', '중', '개', '이상', '사용', '사용']","['관련', '학과', '전공자', '개발자', '교육과정', '이수', '환경', '개발', '도', '서비스', '운영', '겸', '네트워크', '보안', '이해', '로드', '런싱', '이해', '개발', '이해']","['활용', '솔루션', '개발', '솔루션', '개발', '통신', '관련', '개발', '데이터', '처리', '웹', '서비스', '개발']",서버/백엔드
라이프앤바이오,"판매, 유통",2023-12,Marketing & Advertising,Brand Marketer,"['경력', '이상', '건강', '기능', '식품', '식품', '업계', '경력', '고도', '스마트', '스토어', '관리', '포트폴리오', '제출']","['바이럴', '통합', '마케팅', '중심', '유', '상세', '페이지', '기획', '심의', '유', '광고', '콘텐츠', '기획', '상승']","['제품', '마케팅', '계획', '집행', '실적', '관리', '자사', '스마트', '스토어', '지표', '관리', '보고', '외부', '채널', '발굴', '운영', '고도', '스마트', '스토어', '상세', '페이지', '개선', '외부', '분석', '특정', '제품', '프라이', '싱', '프로모션', '전략', '수립']",스포츠뉴트리션 브랜드 BM
라온로드,"IT, 컨텐츠",2023-12,IT,Embedded Developer,"['기반', '임베디드', '환경', '솔루션', '개발', '배포', '언어', '개발자', '상처리', '개발', '프로그램', '개발']","['이상', '사용', '지향', '경량', '관련', '데이터', '파이프라인', '개발', '개선', '프로그래밍', '사용']","['기반', '기반', '상처리', '솔루션', '개발', '응용', '서버', '임베디드', '시스템', '상처리', '솔루션', '개발']",HW/임베디드
리스페이스컴퍼니,기타 서비스업,2023-10,Design,Graphic Designer,"['비주', '얼', '컨셉', '기획', '고도화', '그래픽', '표현', '스킬', '셋', '인쇄물', '제작', '발주', '감리', '경력', '논리', '설득', '디자인', '아웃', '풋', '도출', '능력']","['그래픽', '편집', '홈페이지', '브랜드', '디자인', '중', '하나', '이상', '브랜딩', '시각디자인', '공간', '디자인', '트렌드', '이해도', '커뮤니케이션', '능동', '태도', '주도', '목표', '설정', '결과물', '낼', '능력', '심성', '인성']","['포스터', '오피스', '브랜드', '시각디자인', '전반']",Poster Office 시각디자이너(경력) 모집공고
하이퍼커넥트,"IT, 컨텐츠",2023-12,IT,Back-end Engineer,"['이상', '소프트웨어', '벡엔드', '데이터', '파이프라인', '서빙', '시스템', '설계', '구현', '운영', '운영체제', '컴퓨터', '시스템', '아키텍처', '자료구조', '알고리즘', '지식', '보유', '중', '한가지', '이상', '언어', '외', '프로그래밍', '언어', '학습', '사용', '모델', '서비스', '배포', '위해', '여러', '직', '이해관계자', '협업', '커뮤니케이션', '능력', '엔지니어링', '다른', '관련', '직', '엔지니어', '성장', '도', '관련', '학위', '국적', '무관']","['머신', '러닝', '모델', '학습', '서비스', '배포', '추천', '생', '성형', '최신', '기술', '활용', '어플리케이션', '개발', '프로덕션', '운영', '실제', '서비스', '기술', '통합', '주요', '지표', '유의', '미하', '향상', '엔지니어링', '팀', '리드', '대규모', '트래픽', '처리', '백엔드', '서버', '개발', '분산', '데이터베이스', '이해', '용량', '실시간', '처리', '위', '분산', '병렬', '시스템', '개발', '영어']","['하이퍼', '커넥트', '제품', '머신', '러닝', '기술', '적용', '위해', '방면', '노력', '하이퍼', '커넥트', '크게', '다음', '가지', '분야', '중', '가지', '이상', '수행', '머신', '러닝', '기반', '백엔드', '어플리케이션', '설계', '구현', '하이퍼', '커넥트', '매치', '그룹', '운영', '중인', '서비스', '품질', '위', '머신', '러닝', '기반', '백엔드', '서비스', '개발', '글로벌', '스케일', '실시간', '동작', '성능', '관점', '고민', '설계', '팀', '운영', '중인', '마이크로', '서비스', '전사', '내', '가장', '수준', '트래픽', '처리', '개인화', '추천', '시스템', '검색', '시스템', '매치', '그룹', '내의', '서비스', '지속', '모델', '개선', '시스템', '개발', '위', '레이', '션', '시스템', '플랫폼', '개발', '영상', '음성', '자연어', '비정', '데이터', '해석', '형태', '변환', '사내', '서버', '모델', '추론', '위', '실시간', '데이터', '파이프라인', '개발', '실시간', '이벤트', '가공', '모델', '추론', '활용', '파이프라인', '개발', '피', '안정', '수집', '가공', '서빙', '위', '시스템', '고민', '설계', '때로는', '파이프라인', '개발', '과정', '모델', '성능', '향상', '피', '선제', '발굴', '머신', '러닝', '기능', '탑재', '클라이언트', '개발', '하이퍼', '커넥트', '매치', '그룹', '모바일', '어플리케이션', '탑재', '머신', '러닝', '개발', '운영', '하이퍼', '커넥트', '개발', '전', '세계', '각지', '사용', '디바이스', '동작', '매우', '안정', '목표', '개발', '최고', '성능', '머신', '러닝', '제공', '위해', '지속', '업데이트', '위해', '백엔드', '플랫폼', '개발', '머신', '러닝', '기반', '신규', '서비스', '하이퍼', '커넥트', '제품', '기여', '머신', '러닝', '기술', '연구', '개발', '사내', '개발', '머신', '러닝', '모델', '비즈니스', '임팩트', '측정', '위', '경우', '프로덕트', '개발', '역할', '프로', '덕트', '개발', '통해', '개발', '사이클', '줄', '터', '레이', '션', '함', '모델', '개선']",Sr. Machine Learning Software Engineer
파인더갭,"IT, 컨텐츠",2023-12,IT,System,"['사항', '직무', '경력', '이상', '백엔드', '개발', '인프라', '개발', '경력', '중', '하나', '이상', '클라우드', '아키텍처', '구성', '클러스터', '운영', '시스템', '프로그래밍']","['해당', '직무', '직무', '인턴', '인프라', '서비스', '엔지니어링', '장애', '상황', '극복', '동시', '접속량', '서비스', '위', '분산', '처리', '아키텍처', '퍼블릭', '클라우드', '기반', '서비스', '인프라', '구성', '위', '표준', '제시', '설계']","['파인더', '서비스', '안정', '운영', '개발', '작업', '관점', '지원', '고객', '안정', '서비스', '제공', '위해', '모니터링', '서비스', '개선', '직접', '개선', '함', '제품', '기능', '출시', '서비스', '개발', '지원', '보안', '컴플라이언스', '위', '준비', '표준화', '작업', '수행']",INFRA ENGINEER(TA)
라온로드,"IT, 컨텐츠",2023-12,IT,C,"['언어', '개발자', '상처리', '개발', '프로그램', '개발']","['프로그래밍', '이상', '사용', '지향', '용량', '데이터', '처리', '데이터', '파이프라인', '개발', '개선', '프로그래밍', '사용', '텐서', '플로', '케', '라스', '파', '이토', '치', '활용', '인공', '지능', '관련', '프로그래밍', '뉴럴', '네트워크', '이해', '보신']","['기반', '기반', '상처리', '솔루션', '개발', '응용', '서버', '산업', '환경', '솔루션', '개발', '상처리', '솔루션', '개발']",SW/솔루션
리스페이스컴퍼니,기타 서비스업,2023-12,Marketing & Advertising,Marketer,"['데이터', '분석', '기획', '제안', '운영', '결과', '도출', '능력', '데이터', '분석', '의거', '프로모션', '전략', '수립', '목표', '달성', '위', '방향성', '설정', '문제해결', '능력', '매출', '증대', '위해', '아이디어', '주저', '실행', '고객', '소비', '패턴', '성향', '분석', '마케팅', '전략', '경력', '이상', '거나', '보유']","['브랜딩', '시각디자인', '공간', '디자인', '아트', '패션', '홈리빙', '트렌드', '이해도', '커뮤니케이션', '능동', '태도', '심성', '인성']","['자사', '플랫폼', '상품', '등록', '판매관리', '자사', '브랜드', '관리', '이벤트', '기획전', '기획', '실행', '신규', '아이템', '작가', '발굴', '기획', '데이터', '분석', '상품', '기획', '운영', '개선']",Poster Office 기획(PM)
에이아이트릭스(AITRICS),"IT, 컨텐츠",2023-12,IT,Technical Support,"['시스템', '구축', '관리', '통해', '서비스', '배포', '관리', '개발', '테스트', '코드', '작성', '이해', '협업', '도구', '사용']","['병원', '시스템', '이해', '의료', '도메인', '관심', '개발', '다른', '직', '협업', '고객', '커뮤니케이션', '진행', '개발', '테스트', '코드', '작성']","['외부', '커뮤니케이션', '데이터', '연동', '협의', '시스템', '제품', '간', '데이터', '연동', '소프트웨어', '개발', '제품', '연동', '소프트웨어', '배포', '유지', '보수', '트러블', '슈팅']",Solution Engineer (광주)
에이아이트릭스(AITRICS),"IT, 컨텐츠",2023-12,IT,Technical Support,"['시스템', '구축', '관리', '통해', '서비스', '배포', '관리', '개발', '테스트', '코드', '작성', '이해', '협업', '도구', '사용']","['병원', '시스템', '이해', '의료', '도메인', '관심', '개발', '다른', '직', '협업', '고객', '커뮤니케이션', '진행', '개발', '테스트', '코드', '작성']","['외부', '커뮤니케이션', '데이터', '연동', '협의', '시스템', '제품', '간', '데이터', '연동', '소프트웨어', '개발', '제품', '연동', '소프트웨어', '배포', '유지', '보수', '트러블', '슈팅']",Solution Engineer (부산)
키트웍스,"IT, 컨텐츠",2023-12,IT,Java Developer,"['관련', '기술', '포트폴리오', '보유', '학습', '능력', '지속', '성장', '의지', '고민', '해결', '소통', '능력', '책임감']","['관련', '전공자', '기술', '스택', '관련', '자격증', '소지', '공모전', '캠프']","['현대', '자동차', '시스템', '백엔드', '웹', '프로그래밍', '자체', '서비스', '스터디', '백엔드', '서버', '개발', '전형', '절차', '서류', '심사', '비대', '기술', '면접', '대면', '면접', '합격', '서류', '이력서', '자기', '소개', '포트폴리오']","백엔드 웹프로그래머 (Spring, MSA) 2~5년"
잇마플,기타 서비스업,2023-12,Marketing & Advertising,Marketer,"['인하', '우스', '마케팅', '팀', '내', '이상', '경력', '마케팅', '지표', '목표', '설정', '모니터링', '마케팅', '전략', '기획', '회사', '제품', '서비스', '브랜딩', '관련', '인사이트', '보유']","['인하', '우스', '마케팅', '팀', '내', '팀', '리딩', '식품', '영양', '케어', '관련', '인사이트', '보유', '담당자', '제휴', '업체', '간', '커뮤니케이션']","['신규', '마케팅', '채널', '발굴', '데이터', '기반', '여러', '마케팅', '채널', '지표', '분석', '전략', '기획', '자사', '네이버', '스마트', '스토어', '외부', '판매', '채널', '프로모션', '기획', '관리', '유튜브', '블로그', '채널', '제품', '서비스', '홍보', '관리', '내부', '고객', '잠재', '고객', '파악', '인사이트', '공유', '통해', '제품', '서비스', '고도화', '타', '브랜드', '시장', '흐름', '파악', '마케팅', '전략', '기획', '목표', '달성', '여부', '모니터링', '전형', '절차', '서류', '전형', '차', '인터뷰', '레퍼런스', '체크', '최종', '합격']",서비스/콘텐츠 마케팅 리드(3년 이상)
누트컴퍼니,"IT, 컨텐츠",2023-12,IT,Back-end Engineer,"['이용', '이상', '백엔드', '개발', '실무', '강', '타입', '언어', '개발', '사용', '개발', '적용', '설계', '개발', '능력', '백엔드', '아키텍처', '설계', '최적화', '패턴', '이해', '클라우드', '서비스', '이용', '서버', '배포', '활용', '실무', '개발']","['플랫폼', '개발', '운영', '객체지향', '프로그래밍', '이해', '용량', '트래픽', '처리', '활용', '서버', '배포', '운영', '튜닝', '쿼리', '최적화', '브랜치', '전략', '최적화', '활용', '능력']","['위버딩', '플랫폼', '백엔드', '기능', '개발', '개선', '서비스', '아키텍쳐', '개선', '설계', '기반', '개발', '프로세스', '도입']",Backend Engineer (Node.js)
엑스와이지,"IT, 컨텐츠",2023-12,IT,Front-end Engineer,"['모바일', '앱', '개발', '경력', '이상', '이용', '앱', '개발', '앱', '아키텍처', '이해', '구글플레이', '앱', '스토어', '배포']","['네이티', '브', '앱', '개발', '운용', '플랫폼', '개발']","['팀', '소개', '로봇', '자동화', '팀', '로봇', '서비스', '운영', '제어', '시스템', '소프트웨어', '사용자', '프론트', '앱', '전반', '소프트웨어', '디자인', '개발', '팀', '바리스타', '로봇', '아이스크림', '제조', '로봇', '로봇', '지능', '개발', '위해', '콘텐츠', '크루', '기획', '자료', '기반', '소프트웨어', '구성', '로봇', '하드웨어', '크루', '협력', '시스템', '설계', '직무', '소개', '로봇', '설치', '공간', '활용', '사용자', '앱', '안드로이드', '기반', '무인', '키', '오스', '바', '리스', '리스', '로봇', '컨트롤', '안드로이드', '기반', '컨트롤러', '화면', '개발', '유지', '보수', '로봇', '인공', '지능', '개발자', '협업', '실', '사용', '앱', '기술', '스택', '담당', '기반', '모바일', '애플리케이션', '개발', '아이스크림', '로봇', '컨트롤', '애플리케이션', '개발', '개발', '유지', '보수']",[100억↑투자] Flutter 개발자
인비고웍스,"IT, 컨텐츠",2023-12,IT,Front-end Engineer,"['자격', '요건', '프론트엔드', '개발', '경력', '이상', '지식', '기반', '이해', '웹', '접근성', '검색', '엔진', '최적화', '이해', '크로스', '브라우징', '반응', '웹', '이해']","['사항', '디자인', '클라우드', '기반', '환경', '예', '개발', '회계', '제조업', '분야', '지식', '테스트', '코드', '배포', '자동화', '프로젝트', '사이클', '설계', '구축', '출시', '서버', '사이드', '렌더링', '모바일', '웹', '뷰', '개발', '개발', '프로세스']","['주요', '저희', '다음', '제품', '결산', '프로세스', '자동화', '기업', '회계', '결산', '과정', '휴먼', '리소스', '최대한', '감소', '단', '결산', '노무', '최소', '활동', '기준', '원가', '측정', '기존', '생산', '단', '원가', '가지', '측정', '제품', '원가', '간접비', '적용', '활동', '기준', '원가', '치', '제공', '실시간', '재고', '모니터링', '시스템', '프로세스', '국세청', '로그', '데이터', '활용', '실시간', '고객', '재고', '모니터링', '제공', '위', '제품', '런칭', '위해', '다음', '갖', '춘분', '백엔드', '엔지니어', '협업', '통합', '프론트엔드', '코드', '컴포넌트', '라이브러리', '유지', '관리', '사용자', '피드백', '데이터', '분석', '지속', '제품', '개선', '사용자', '중심', '인터페이스', '사용자', '디자인', '구현', '웹', '애플리케이션', '성능', '최적화', '디버깅', '기술', '스택']",프론트엔드 개발자
코코네엠(coconeM),"IT, 컨텐츠",2023-12,Design,Graphic Designer,"['팀', '리더십', '디자인', '제작', '팀', '리딩', '관리', '라이브', '서비스', '운영', '기획', '단계', '화면', '플로우', '제안', '그래픽', '툴', '협업', '툴', '사용', '직', '협업']","['소셜', '서비스', '디자인', '이해도', '아바타', '서비스', '운영', '일상', '수준', '영어', '일본어', '트렌드', '파악', '장르', '콘텐츠']","['개선', '포함', '화면', '설계', '디자인', '진행', '기존', '개선', '작업', '와이어', '프레임', '프로토타이핑', '동반', '앱', '내', '추가', '각종', '기능', '디자인', '수행', '서비스', '운영', '공지', '프로모션', '마케팅', '용', '이미지', '그래픽', '디자인']",UXUI 디자이너 (리더)
한성자동차,"판매, 유통",2023-12,Marketing & Advertising,Marketer,"['대졸', '이상', '마케팅', '관련', '경력', '과장', '차장']","['비즈니스', '영어', '가능', '자동차', '산업', '경력', '마케팅', '프레임워크', '개발', '성과', '분석', '능력']","['마케팅', '캠페인', '활성화', '개', '벤츠', '서비스', '센터', '관련', '고객', '유지', '율과', '고객', '향상', '고객', '프로그램', '개발', '운영', '한성', '자동차', '시스템', '실시간', '서비스', '가입', '예약', '포스', '마케팅', '동의', '율', '고객', '데이터', '확보', '위', '마케팅', '활동', '브랜딩', '매출', '차량', '대수', '증대', '위', '서비스', '센터', '개별', '캠페인', '지원', '상품', '판매', '예약', '업셀링', '위', '고객', '여정', '개발', '포스', '자동화', '설정']",AS 마케팅 담당자
